,0
2496,curved
2497,edges
2498,gives
2499,dual
2500,tone
2501,effect
2502,making
2503,look
2504,strikingly
2505,smart
2506,sleek
2507,deadly
2508,combination
2509,stunning
2510,looks
2511,innovative
2512,latest
2513,advancements
2514,novelty
2515,features
2516,make
2517,m40
2518,quite
2519,pleasure
2520,use
2521,opinion
2522,makes
2523,one
2524,best
2525,budget
2526,smartphones
2527,20k
2528,overall
2529,phone
2530,good
2531,call
2532,quality
2533,super
2534,poor
2535,impossible
2536,hear
2537,crowded
2538,areas
2539,low
2540,clarity
2541,low
2542,sound
2543,easy
2544,listen
2545,via
2546,earphones
2547,unless
2548,ears
2549,dog
2550,buy
2551,phone
2552,upto
2553,mark
2554,never
2555,write
2556,negative
2557,reviews
2558,probably
2559,first
2560,negative
2561,review
2562,writing
2563,gifted
2564,wife
2565,bday
2566,like
2567,phone
2568,purchased
2569,new
2570,one
2571,selfie
2572,quality
2573,extremely
2574,bad
2575,battery
2576,life
2577,good
2578,option
2579,capture
2580,screenshot
2581,using
2582,three
2583,fingers
2584,screenshot
2585,functionality
2586,complex
2587,phone
2588,worth
2589,20k
2590,extremely
2591,disappointed
2592,used
2593,34
2594,days
2595,purchased
2596,new
2597,oppo
2598,phone
2599,know
2600,amazon
2601,cannot
2602,anything
2603,suggestion
2604,everyone
2605,buy
2606,new
2607,launched
2608,phone
2609,oppo
2610,vivo
2611,oneplus
2612,redmi
2613,worst
2614,ever
2615,decision
2616,invest
2617,money
2618,phone
2619,proved
2620,worst
2621,ever
2622,gift
2623,gifted
2624,wife
2625,damage
2626,product
2627,recieved
2628,mobile
2629,also
2630,like
2631,premium
2632,high
2633,cost
2634,according
2635,phone
2636,price
2637,better
2638,mi
2639,oppo
2640,vivo
2641,phones
2642,pathetic
2643,call
2644,sound
2645,qualitysound
2646,coming
2647,screen
2648,half
2649,understandable
2650,need
2651,money
2652,back
2653,camera
2654,poor
2655,color
2656,quite
2657,artifical
2658,better
2659,buy
2660,samsung
2661,a50
2662,able
2663,return
2664,phone
2665,also
2666,phone
2667,poor
2668,performance
2669,3
2670,gb
2671,ram
2672,used
2673,system
2674,3gb
2675,remains
2676,waste
2677,money
2678,got
2679,defective
2680,product
2681,camera
2682,lens
2683,broken
2684,still
2685,got
2686,replacement
2687,please
2688,buy
2689,battery
2690,life
2691,short
2692,discharge
2693,2
2694,hrs
2695,requested
2696,inspection
2697,technician
2698,rude
2699,instead
2700,resolving
2701,problem
2702,began
2703,convince
2704,damaged
2705,phone
2706,would
2707,updated
2708,issue
2709,phone
2710,everything
2711,okay
2712,contacted
2713,asked
2714,began
2715,use
2716,abusive
2717,language
2718,told
2719,requested
2720,another
2721,inspection
2722,threatened
2723,would
2724,make
2725,sure
2726,never
2727,get
2728,replacement
2729,name
2730,madhu
2731,cholleti
2732,phone
2733,number
2734,9494604371
2735,design
2736,good
2737,sleek
2738,phone
2739,feels
2740,light
2741,really
2742,miss
2743,35
2744,mm
2745,audio
2746,jack
2747,box
2748,earphones
2749,sound
2750,good
2751,feel
2752,quite
2753,cheap
2754,fingerprint
2755,sensor
2756,conventional
2757,one
2758,fast
2759,also
2760,used
2761,swipe
2762,downup
2763,notification
2764,panel
2765,ui
2766,quite
2767,good
2768,smooth
2769,also
2770,includes
2771,darknight
2772,mode
2773,really
2774,love
2775,increased
2776,animation
2777,speed
2778,05x
2779,developer
2780,settings
2781,usually
2782,use
2783,rear
2784,triple
2785,camera
2786,setup
2787,okay
2788,get
2789,32mp
2790,one
2791,mode
2792,pictures
2793,clear
2794,although
2795,front
2796,camera
2797,quite
2798,good
2799,take
2800,pictures
2801,portrait
2802,mode
2803,using
2804,mia1
2805,feel
2806,rear
2807,camera
2808,2
2809,year
2810,old
2811,phone
2812,better
2813,one
2814,hope
2815,camera
2816,improved
2817,future
2818,updates
2819,hardware
2820,capable
2821,needs
2822,bit
2823,software
2824,tweaks
2825,ive
2826,seen
2827,youtube
2828,videos
2829,install
2830,gcam
2831,directly
2832,gives
2833,better
2834,photos
2835,battery
2836,okay
2837,would
2838,harely
2839,last
2840,day
2841,moderate
2842,usage
2843,give
2844,screen
2845,time
2846,around
2847,4
2848,hrs
2849,gamers
2850,expect
2851,high
2852,performance
2853,smooth
2854,running
2855,pubg
2856,reduce
2857,graphic
2858,settings
2859,play
2860,game
2861,phone
2862,earpiece
2863,instead
2864,uses
2865,kind
2866,screen
2867,vibration
2868,technology
2869,produce
2870,sound
2871,display
2872,okay
2873,face
2874,difficulty
2875,reading
2876,open
2877,punch
2878,hole
2879,camera
2880,looks
2881,great
2882,gives
2883,premium
2884,look
2885,phone
2886,get
2887,19k
2888,using
2889,bank
2890,offers
2891,want
2892,premium
2893,looking
2894,smartphone
2895,good
2896,ui
2897,trustworthy
2898,brand
2899,compromise
2900,battery
2901,displaym30
2902,gets
2903,samoled
2904,display
2905,lower
2906,price
2907,go
2908,overall
2909,710
2910,switched
2911,iphone
2912,6
2913,samasung
2914,m40
2915,pleasure
2916,smooth
2917,experience
2918,feel
2919,missing
2920,iphone
2921,pros
2922,1
2923,screen
2924,really
2925,huge
2926,bright
2927,2
2928,viewing
2929,angles
2930,good
2931,3
2932,feel
2933,polycarbonate
2934,body
2935,really
2936,great
2937,feels
2938,like
2939,premium
2940,phone
2941,4
2942,nfc
2943,gread
2944,deal
2945,5
2946,samasung
2947,done
2948,great
2949,job
2950,oneui
2951,fluid
2952,smooth
2953,6
2954,performace
2955,wise
2956,phone
2957,one
2958,tge
2959,top
2960,snapdragon
2961,675
2962,heat
2963,average
2964,usage
2965,7
2966,phone
2967,light
2968,weight
2969,form
2970,factor
2971,also
2972,good
2973,8
2974,front
2975,rear
2976,camera
2977,take
2978,good
2979,shots
2980,offers
2981,bunch
2982,features
2983,like
2984,wide
2985,angle
2986,shot
2987,slowmo
2988,hyperlapse
2989,etc
2990,9
2991,pubg
2992,nfs
2993,asphalt
2994,games
2995,running
2996,like
2997,butter
2998,observe
2999,lag
3000,till
3001,cons
3002,1
3003,till
3004,felt
3005,battery
3006,backup
3007,concern
3008,feel
3009,like
3010,battery
3011,4000mah
3012,would
3013,great
3014,though
3015,guess
3016,phone
3017,last
3018,15
3019,days
3020,average
3021,usage
3022,full
3023,charge
3024,conclusion
3025,bet
3026,anyone
3027,amazed
3028,design
3029,feel
3030,phone
3031,price
3032,really
3033,great
3034,deal
3035,cameras
3036,great
3037,job
3038,dolby
3039,atmos
3040,really
3041,packs
3042,power
3043,entertainment
3044,oneui
3045,experience
3046,fluid
3047,one
3048,fall
3049,love
3050,way
3051,designed
3052,worst
3053,phone
3054,everit
3055,big
3056,big
3057,big
3058,heat
3059,issuevery
3060,low
3061,low
3062,battery
3063,lifei
3064,played
3065,pubj
3066,15
3067,minute
3068,leave
3069,game
3070,mid
3071,waybecause
3072,screen
3073,likely
3074,burn
3075,thumbplease
3076,guys
3077,dont
3078,buy
3079,thisand
3080,yes
3081,screen
3082,sound
3083,cast
3084,technology
3085,f
3086,worst
3087,phone
3088,ever
3089,purchased
3090,onscreen
3091,ear
3092,piece
3093,technology
3094,vibrates
3095,ears
3096,make
3097,ear
3098,painful
3099,along
3100,heating
3101,issue
3102,imagine
3103,like
3104,keeping
3105,ears
3106,hot
3107,iron
3108,box
3109,cant
3110,able
3111,hear
3112,voice
3113,selfie
3114,camera
3115,poor
3116,would
3117,recommend
3118,phone
3119,even
3120,enemy
3121,camera
3122,quality
3123,poor
3124,20k
3125,3
3126,year
3127,old
3128,moto
3129,g4
3130,plus
3131,takes
3132,far
3133,better
3134,photos
3135,phone
3136,fully
3137,loss
3138,money
3139,phone
3140,looks
3141,good
3142,thats
3143,screen
3144,get
3145,brighten
3146,call
3147,received
3148,callers
3149,number
3150,name
3151,appear
3152,screen
3153,appear
3154,notification
3155,bar
3156,screen
3157,speaker
3158,vibrate
3159,lot
3160,callers
3161,voice
3162,quality
3163,poor
3164,times
3165,one
3166,cannot
3167,understand
3168,caller
3169,saying
3170,could
3171,pros
3172,phone
3173,cons
3174,disappointed
3175,lot
3176,decided
3177,return
3178,phone
3179,poor
3180,quality
3181,product
3182,expected
3183,house
3184,samsung
3185,display
3186,good
3187,camera
3188,beautiful
3189,value
3190,money
3191,surface
3192,sound
3193,mark
3194,worst
3195,phone
3196,lots
3197,echoing
3198,speaker
3199,basic
3200,functionality
3201,listening
3202,phone
3203,good
3204,battery
3205,doed
3206,last
3207,morecthan
3208,8
3209,hours
3210,worth
3211,20k
3212,buy
3213,m40
3214,worth
3215,hard
3216,earned
3217,money
3218,software
3219,camera
3220,performance
3221,add
3222,specs
3223,update
3224,got
3225,replacement
3226,teplacement
3227,issue
3228,time
3229,sue
3230,samsung
3231,update
3232,5
3233,days
3234,usage
3235,display
3236,speaker
3237,big
3238,issue
3239,phone
3240,vibrates
3241,speaking
3242,voice
3243,side
3244,clear
3245,biggest
3246,issue
3247,phone
3248,screen
3249,turn
3250,notify
3251,one
3252,calls
3253,manually
3254,unlock
3255,device
3256,swipe
3257,notifications
3258,order
3259,see
3260,calling
3261,big
3262,pain
3263,given
3264,travel
3265,lot
3266,cannot
3267,afford
3268,unlock
3269,phone
3270,see
3271,calling
3272,batter
3273,life
3274,continues
3275,par
3276,cheap
3277,product
3278,ever
3279,samsung
3280,dnt
3281,buy
3282,without
3283,super
3284,amoled
3285,display
3286,call
3287,speakers
3288,wastecall
3289,audio
3290,clarity
3291,poor
3292,felt
3293,vibrations
3294,call
3295,earsvery
3296,uncomfortable
3297,make
3298,callsmaking
3299,calls
3300,basic
3301,functionality
3302,phones
3303,samsung
3304,m40
3305,messed
3306,big
3307,timelooks
3308,like
3309,wasted
3310,money
3311,got
3312,seawater
3313,blue
3314,variant
3315,phone
3316,using
3317,heres
3318,found
3319,basics
3320,aesthetics
3321,got
3322,seawater
3323,blue
3324,gorgeous
3325,blue
3326,phone
3327,ive
3328,ever
3329,seen
3330,iridescent
3331,hue
3332,glossy
3333,opalescent
3334,finish
3335,overall
3336,ombre
3337,effect
3338,prone
3339,scratches
3340,fingerprints
3341,best
3342,used
3343,case
3344,looks
3345,stylish
3346,catchy
3347,even
3348,clear
3349,phone
3350,case
3351,screen
3352,63in
3353,crisp
3354,vibrant
3355,display
3356,saturated
3357,colors
3358,theres
3359,hole
3360,notch
3361,32mp
3362,camera
3363,get
3364,way
3365,big
3366,enough
3367,still
3368,easy
3369,navigate
3370,easy
3371,eyes
3372,cause
3373,eye
3374,strain
3375,like
3376,led
3377,displays
3378,comfortable
3379,view
3380,indoors
3381,well
3382,outdoors
3383,gradually
3384,adapts
3385,ambient
3386,light
3387,levels
3388,weight
3389,quite
3390,light
3391,phone
3392,size
3393,weighing
3394,168
3395,grams
3396,feel
3397,bulky
3398,hand
3399,camera
3400,though
3401,theres
3402,image
3403,stabilization
3404,pictures
3405,taken
3406,darkness
3407,turn
3408,well
3409,well
3410,natural
3411,light
3412,4k
3413,recording
3414,super
3415,slowmo
3416,video
3417,recording
3418,pet
3419,pictures
3420,turn
3421,especially
3422,good
3423,software
3424,intuitive
3425,minimalistic
3426,user
3427,interface
3428,less
3429,bloatware
3430,thats
3431,manageable
3432,zipping
3433,unused
3434,apps
3435,audio
3436,screen
3437,sound
3438,tech
3439,feels
3440,quite
3441,different
3442,subtly
3443,vibrates
3444,persons
3445,talking
3446,end
3447,voices
3448,sound
3449,bit
3450,different
3451,slightly
3452,hollow
3453,get
3454,used
3455,max
3456,call
3457,volume
3458,lower
3459,usual
3460,regular
3461,earphone
3462,jack
3463,leaves
3464,3
3465,options
3466,use
3467,type
3468,c
3469,earphones
3470,wireless
3471,ones
3472,use
3473,adapter
3474,battery
3475,life
3476,charge
3477,morning
3478,lasts
3479,whole
3480,day
3481,average
3482,usage
3483,also
3484,owing
3485,fast
3486,charging
3487,feature
3488,takes
3489,hour
3490,half
3491,charge
3492,completely
3493,whats
3494,like
3495,daily
3496,user
3497,phone
3498,always
3499,looks
3500,refreshingly
3501,sleek
3502,appealing
3503,pick
3504,use
3505,unlocks
3506,jiffy
3507,via
3508,face
3509,recognition
3510,instinctively
3511,place
3512,finger
3513,back
3514,sensor
3515,subconsciously
3516,check
3517,notifications
3518,usual
3519,routine
3520,switching
3521,apps
3522,seamlessly
3523,without
3524,stutter
3525,apps
3526,launch
3527,quickly
3528,interface
3529,smooth
3530,phone
3531,get
3532,hot
3533,running
3534,simple
3535,chat
3536,social
3537,apps
3538,good
3539,media
3540,consumption
3541,huge
3542,display
3543,task
3544,imho
3545,looking
3546,buy
3547,solid
3548,midrange
3549,smartphone
3550,offers
3551,large
3552,display
3553,watching
3554,videos
3555,decent
3556,camera
3557,looks
3558,stylish
3559,m40
3560,worth
3561,considering
3562,also
3563,great
3564,people
3565,whos
3566,primary
3567,use
3568,checking
3569,emails
3570,social
3571,media
3572,browsing
3573,youtube
3574,good
3575,looks
3576,performance
3577,makes
3578,attractive
3579,option
3580,price
3581,point
3582,please
3583,dont
3584,go
3585,fake
3586,reviews
3587,one
3588,worst
3589,phone
3590,early
3591,phone
3592,moto
3593,4g
3594,plus
3595,even
3596,better
3597,quality
3598,camera
3599,mobile
3600,wasted
3601,money
3602,dumb
3603,mobile
3604,good
3605,nothing
3606,device
3607,awesome
3608,got
3609,today
3610,fast
3611,delivery
3612,amazon
3613,awesome
3614,display
3615,battery
3616,average
3617,headphone
3618,output
3619,like
3620,jbl
3621,headphones
3622,awesome
3623,dolby
3624,camera
3625,performance
3626,excellent
3627,runs
3628,pubg
3629,like
